datetime_beginning_utc,bid_datetime_beginning_ept,eco_max,emerg_max,total_committed
1/1/2013 5:00:00 AM,1/1/2013 12:00:00 AM,167490.40,176713.20,176244.60
1/1/2013 6:00:00 AM,1/1/2013 1:00:00 AM,167526.20,176312.40,176244.60
1/1/2013 7:00:00 AM,1/1/2013 2:00:00 AM,167398.70,176252.70,176244.60
1/1/2013 8:00:00 AM,1/1/2013 3:00:00 AM,167394.70,176247.60,176244.60
1/1/2013 9:00:00 AM,1/1/2013 4:00:00 AM,167587.30,176402.20,176244.60
1/1/2013 10:00:00 AM,1/1/2013 5:00:00 AM,169249.60,177541.00,176244.60
1/1/2013 11:00:00 AM,1/1/2013 6:00:00 AM,171613.70,179676.20,176244.60
1/1/2013 12:00:00 PM,1/1/2013 7:00:00 AM,172576.80,179843.50,176244.60
1/1/2013 1:00:00 PM,1/1/2013 8:00:00 AM,173538.80,180293.60,176244.60
1/1/2013 2:00:00 PM,1/1/2013 9:00:00 AM,174045.30,180126.20,176244.60
1/1/2013 3:00:00 PM,1/1/2013 10:00:00 AM,175267.90,180366.00,176244.60
1/1/2013 4:00:00 PM,1/1/2013 11:00:00 AM,174738.20,179837.60,176244.60
1/1/2013 5:00:00 PM,1/1/2013 12:00:00 PM,174196.90,179500.50,176244.60
1/1/2013 6:00:00 PM,1/1/2013 1:00:00 PM,174298.00,179487.40,176244.60
1/1/2013 7:00:00 PM,1/1/2013 2:00:00 PM,174544.70,179529.70,176244.60
1/1/2013 8:00:00 PM,1/1/2013 3:00:00 PM,174580.60,179507.40,176244.60
1/1/2013 9:00:00 PM,1/1/2013 4:00:00 PM,175057.30,179924.30,176244.60
1/1/2013 10:00:00 PM,1/1/2013 5:00:00 PM,176153.90,181533.10,176244.60
1/1/2013 11:00:00 PM,1/1/2013 6:00:00 PM,176712.60,181642.70,176244.60
1/2/2013 12:00:00 AM,1/1/2013 7:00:00 PM,176488.80,181458.90,176244.60
1/2/2013 1:00:00 AM,1/1/2013 8:00:00 PM,175322.50,181148.40,176244.60
1/2/2013 2:00:00 AM,1/1/2013 9:00:00 PM,173546.00,179535.20,176244.60
1/2/2013 3:00:00 AM,1/1/2013 10:00:00 PM,172695.20,178907.50,176244.60
1/2/2013 4:00:00 AM,1/1/2013 11:00:00 PM,170706.20,178317.00,176244.60
1/2/2013 5:00:00 AM,1/2/2013 12:00:00 AM,167914.40,176936.70,176244.60
1/2/2013 6:00:00 AM,1/2/2013 1:00:00 AM,166679.90,175778.30,176244.60
1/2/2013 7:00:00 AM,1/2/2013 2:00:00 AM,167437.90,176438.00,176244.60
1/2/2013 8:00:00 AM,1/2/2013 3:00:00 AM,167459.70,176019.60,176244.60
1/2/2013 9:00:00 AM,1/2/2013 4:00:00 AM,168140.70,176509.30,176244.60
1/2/2013 10:00:00 AM,1/2/2013 5:00:00 AM,169130.50,177373.40,176244.60
1/2/2013 11:00:00 AM,1/2/2013 6:00:00 AM,172531.00,178617.80,176244.60
1/2/2013 12:00:00 PM,1/2/2013 7:00:00 AM,172542.10,178555.70,176244.60
1/2/2013 1:00:00 PM,1/2/2013 8:00:00 AM,172784.90,177744.20,176244.60
1/2/2013 2:00:00 PM,1/2/2013 9:00:00 AM,171870.90,177346.90,176244.60
1/2/2013 3:00:00 PM,1/2/2013 10:00:00 AM,172556.60,176994.40,176244.60
1/2/2013 4:00:00 PM,1/2/2013 11:00:00 AM,171813.00,176095.60,176244.60
1/2/2013 5:00:00 PM,1/2/2013 12:00:00 PM,172508.40,176596.80,176244.60
1/2/2013 6:00:00 PM,1/2/2013 1:00:00 PM,172585.80,176685.10,176244.60
1/2/2013 7:00:00 PM,1/2/2013 2:00:00 PM,172701.10,176770.00,176244.60
1/2/2013 8:00:00 PM,1/2/2013 3:00:00 PM,173207.80,177314.30,176244.60
1/2/2013 9:00:00 PM,1/2/2013 4:00:00 PM,173969.30,177707.40,176244.60
1/2/2013 10:00:00 PM,1/2/2013 5:00:00 PM,176304.00,179761.10,176244.60
1/2/2013 11:00:00 PM,1/2/2013 6:00:00 PM,177723.00,181208.70,176244.60
1/3/2013 12:00:00 AM,1/2/2013 7:00:00 PM,177113.60,180641.30,176244.60
1/3/2013 1:00:00 AM,1/2/2013 8:00:00 PM,175738.10,179515.80,176244.60
1/3/2013 2:00:00 AM,1/2/2013 9:00:00 PM,173765.70,179039.40,176244.60
1/3/2013 3:00:00 AM,1/2/2013 10:00:00 PM,172736.70,178210.40,176244.60
1/3/2013 4:00:00 AM,1/2/2013 11:00:00 PM,169956.20,177701.10,176244.60
1/3/2013 5:00:00 AM,1/3/2013 12:00:00 AM,169971.70,179062.70,176244.60
1/3/2013 6:00:00 AM,1/3/2013 1:00:00 AM,169597.70,178686.70,176244.60
1/3/2013 7:00:00 AM,1/3/2013 2:00:00 AM,169792.20,178713.20,176244.60
1/3/2013 8:00:00 AM,1/3/2013 3:00:00 AM,169649.60,178600.60,176244.60
1/3/2013 9:00:00 AM,1/3/2013 4:00:00 AM,170516.50,179361.80,176244.60
1/3/2013 10:00:00 AM,1/3/2013 5:00:00 AM,171547.10,179949.70,176244.60
1/3/2013 11:00:00 AM,1/3/2013 6:00:00 AM,174730.90,182287.70,176244.60
1/3/2013 12:00:00 PM,1/3/2013 7:00:00 AM,175546.00,182401.70,176244.60
1/3/2013 1:00:00 PM,1/3/2013 8:00:00 AM,176275.50,181672.60,176244.60
1/3/2013 2:00:00 PM,1/3/2013 9:00:00 AM,175814.60,180824.50,176244.60
1/3/2013 3:00:00 PM,1/3/2013 10:00:00 AM,176336.00,180371.10,176244.60
1/3/2013 4:00:00 PM,1/3/2013 11:00:00 AM,176462.60,180503.30,176244.60
1/3/2013 5:00:00 PM,1/3/2013 12:00:00 PM,176273.20,180286.50,176244.60
1/3/2013 6:00:00 PM,1/3/2013 1:00:00 PM,176286.20,180305.90,176244.60
1/3/2013 7:00:00 PM,1/3/2013 2:00:00 PM,176348.70,180339.30,176244.60
1/3/2013 8:00:00 PM,1/3/2013 3:00:00 PM,176375.30,180365.90,176244.60
1/3/2013 9:00:00 PM,1/3/2013 4:00:00 PM,177442.90,181432.60,176244.60
1/3/2013 10:00:00 PM,1/3/2013 5:00:00 PM,179548.10,183256.80,176244.60
1/3/2013 11:00:00 PM,1/3/2013 6:00:00 PM,179349.80,183028.40,176244.60
1/4/2013 12:00:00 AM,1/3/2013 7:00:00 PM,178833.20,182424.40,176244.60
1/4/2013 1:00:00 AM,1/3/2013 8:00:00 PM,177887.70,181520.90,176244.60
1/4/2013 2:00:00 AM,1/3/2013 9:00:00 PM,175763.10,181030.10,176244.60
1/4/2013 3:00:00 AM,1/3/2013 10:00:00 PM,174863.90,180490.50,176244.60
1/4/2013 4:00:00 AM,1/3/2013 11:00:00 PM,171784.30,179730.90,176244.60
1/4/2013 5:00:00 AM,1/4/2013 12:00:00 AM,169562.10,179023.80,176244.60
1/4/2013 6:00:00 AM,1/4/2013 1:00:00 AM,169504.90,179017.60,176244.60
1/4/2013 7:00:00 AM,1/4/2013 2:00:00 AM,168639.20,178150.90,176244.60
1/4/2013 8:00:00 AM,1/4/2013 3:00:00 AM,169719.40,178930.70,176244.60
1/4/2013 9:00:00 AM,1/4/2013 4:00:00 AM,170165.90,179282.50,176244.60
1/4/2013 10:00:00 AM,1/4/2013 5:00:00 AM,172615.40,181207.00,176244.60
1/4/2013 11:00:00 AM,1/4/2013 6:00:00 AM,176469.10,183513.70,176244.60
1/4/2013 12:00:00 PM,1/4/2013 7:00:00 AM,177710.10,184648.00,176244.60
1/4/2013 1:00:00 PM,1/4/2013 8:00:00 AM,178285.90,183712.80,176244.60
1/4/2013 2:00:00 PM,1/4/2013 9:00:00 AM,177059.60,182691.00,176244.60
1/4/2013 3:00:00 PM,1/4/2013 10:00:00 AM,177609.00,182247.00,176244.60
1/4/2013 4:00:00 PM,1/4/2013 11:00:00 AM,177428.60,181867.00,176244.60
1/4/2013 5:00:00 PM,1/4/2013 12:00:00 PM,177814.50,182445.40,176244.60
1/4/2013 6:00:00 PM,1/4/2013 1:00:00 PM,177591.00,182199.70,176244.60
1/4/2013 7:00:00 PM,1/4/2013 2:00:00 PM,177645.80,182256.50,176244.60
1/4/2013 8:00:00 PM,1/4/2013 3:00:00 PM,177657.40,182221.30,176244.60
1/4/2013 9:00:00 PM,1/4/2013 4:00:00 PM,177863.30,182381.00,176244.60
1/4/2013 10:00:00 PM,1/4/2013 5:00:00 PM,179235.10,183245.30,176244.60
1/4/2013 11:00:00 PM,1/4/2013 6:00:00 PM,180569.80,184521.10,176244.60
1/5/2013 12:00:00 AM,1/4/2013 7:00:00 PM,179370.00,183837.90,176244.60
1/5/2013 1:00:00 AM,1/4/2013 8:00:00 PM,178168.90,182690.80,176244.60
1/5/2013 2:00:00 AM,1/4/2013 9:00:00 PM,175085.20,180829.10,176244.60
1/5/2013 3:00:00 AM,1/4/2013 10:00:00 PM,172559.10,178699.50,176244.60
1/5/2013 4:00:00 AM,1/4/2013 11:00:00 PM,170345.70,177670.10,176244.60
1/5/2013 5:00:00 AM,1/5/2013 12:00:00 AM,165689.20,173565.60,176244.60
1/5/2013 6:00:00 AM,1/5/2013 1:00:00 AM,163742.90,171581.90,176244.60
1/5/2013 7:00:00 AM,1/5/2013 2:00:00 AM,163261.60,171101.00,176244.60
1/5/2013 8:00:00 AM,1/5/2013 3:00:00 AM,164421.10,171999.50,176244.60
1/5/2013 9:00:00 AM,1/5/2013 4:00:00 AM,164169.70,172600.50,176244.60
1/5/2013 10:00:00 AM,1/5/2013 5:00:00 AM,163523.20,172721.00,176244.60
1/5/2013 11:00:00 AM,1/5/2013 6:00:00 AM,165296.00,173418.20,176244.60
1/5/2013 12:00:00 PM,1/5/2013 7:00:00 AM,167107.90,174175.20,176244.60
1/5/2013 1:00:00 PM,1/5/2013 8:00:00 AM,169018.00,174989.80,176244.60
1/5/2013 2:00:00 PM,1/5/2013 9:00:00 AM,169390.60,175462.70,176244.60
1/5/2013 3:00:00 PM,1/5/2013 10:00:00 AM,169610.20,174817.90,176244.60
1/5/2013 4:00:00 PM,1/5/2013 11:00:00 AM,168728.90,173900.60,176244.60
1/5/2013 5:00:00 PM,1/5/2013 12:00:00 PM,168753.20,173899.70,176244.60
1/5/2013 6:00:00 PM,1/5/2013 1:00:00 PM,168637.70,173795.00,176244.60
1/5/2013 7:00:00 PM,1/5/2013 2:00:00 PM,168768.80,173932.30,176244.60
1/5/2013 8:00:00 PM,1/5/2013 3:00:00 PM,168771.10,173933.60,176244.60
1/5/2013 9:00:00 PM,1/5/2013 4:00:00 PM,169244.10,174391.10,176244.60
1/5/2013 10:00:00 PM,1/5/2013 5:00:00 PM,170511.60,175638.40,176244.60
1/5/2013 11:00:00 PM,1/5/2013 6:00:00 PM,171562.60,176642.50,176244.60
1/6/2013 12:00:00 AM,1/5/2013 7:00:00 PM,171037.60,176115.50,176244.60
1/6/2013 1:00:00 AM,1/5/2013 8:00:00 PM,170954.30,176029.20,176244.60
1/6/2013 2:00:00 AM,1/5/2013 9:00:00 PM,170852.90,176104.00,176244.60
1/6/2013 3:00:00 AM,1/5/2013 10:00:00 PM,169795.70,175134.40,176244.60
1/6/2013 4:00:00 AM,1/5/2013 11:00:00 PM,167649.50,174705.80,176244.60
1/6/2013 5:00:00 AM,1/6/2013 12:00:00 AM,163279.60,172056.00,176244.60
1/6/2013 6:00:00 AM,1/6/2013 1:00:00 AM,162593.20,170833.70,176244.60
1/6/2013 7:00:00 AM,1/6/2013 2:00:00 AM,163086.90,171555.10,176244.60
1/6/2013 8:00:00 AM,1/6/2013 3:00:00 AM,163411.70,171490.90,176244.60
1/6/2013 9:00:00 AM,1/6/2013 4:00:00 AM,164627.20,172571.80,176244.60
1/6/2013 10:00:00 AM,1/6/2013 5:00:00 AM,165497.50,173214.40,176244.60
1/6/2013 11:00:00 AM,1/6/2013 6:00:00 AM,166679.70,174306.00,176244.60
1/6/2013 12:00:00 PM,1/6/2013 7:00:00 AM,169357.40,176675.40,176244.60
1/6/2013 1:00:00 PM,1/6/2013 8:00:00 AM,171089.30,177212.90,176244.60
1/6/2013 2:00:00 PM,1/6/2013 9:00:00 AM,171037.60,177158.20,176244.60
1/6/2013 3:00:00 PM,1/6/2013 10:00:00 AM,171996.70,177196.10,176244.60
1/6/2013 4:00:00 PM,1/6/2013 11:00:00 AM,171644.10,176848.10,176244.60
1/6/2013 5:00:00 PM,1/6/2013 12:00:00 PM,172037.40,177288.00,176244.60
1/6/2013 6:00:00 PM,1/6/2013 1:00:00 PM,171920.70,177179.60,176244.60
1/6/2013 7:00:00 PM,1/6/2013 2:00:00 PM,171896.10,177147.80,176244.60
1/6/2013 8:00:00 PM,1/6/2013 3:00:00 PM,172304.80,177528.30,176244.60
1/6/2013 9:00:00 PM,1/6/2013 4:00:00 PM,173001.20,178233.40,176244.60
1/6/2013 10:00:00 PM,1/6/2013 5:00:00 PM,174832.10,179786.60,176244.60
1/6/2013 11:00:00 PM,1/6/2013 6:00:00 PM,175432.20,179882.50,176244.60
1/7/2013 12:00:00 AM,1/6/2013 7:00:00 PM,174672.00,179123.70,176244.60
1/7/2013 1:00:00 AM,1/6/2013 8:00:00 PM,174015.00,178959.00,176244.60
