datetime_beginning_utc,bid_datetime_beginning_ept,eco_max,emerg_max,total_committed
1/1/2017 5:00:00 AM,1/1/2017 12:00:00 AM,175656.80,180094.50,176651.00
1/1/2017 6:00:00 AM,1/1/2017 1:00:00 AM,173956.20,177914.10,176651.00
1/1/2017 7:00:00 AM,1/1/2017 2:00:00 AM,173764.70,178224.60,176651.00
1/1/2017 8:00:00 AM,1/1/2017 3:00:00 AM,173978.40,178164.00,176651.00
1/1/2017 9:00:00 AM,1/1/2017 4:00:00 AM,174244.10,178164.10,176651.00
1/1/2017 10:00:00 AM,1/1/2017 5:00:00 AM,174367.10,178171.60,176651.00
1/1/2017 11:00:00 AM,1/1/2017 6:00:00 AM,174836.20,178524.80,176651.00
1/1/2017 12:00:00 PM,1/1/2017 7:00:00 AM,174851.00,178485.60,176651.00
1/1/2017 1:00:00 PM,1/1/2017 8:00:00 AM,176643.00,180039.30,176651.00
1/1/2017 2:00:00 PM,1/1/2017 9:00:00 AM,176385.90,179758.30,176651.00
1/1/2017 3:00:00 PM,1/1/2017 10:00:00 AM,176269.80,179585.90,176651.00
1/1/2017 4:00:00 PM,1/1/2017 11:00:00 AM,176593.10,179716.50,176651.00
1/1/2017 5:00:00 PM,1/1/2017 12:00:00 PM,176410.80,179596.40,176651.00
1/1/2017 6:00:00 PM,1/1/2017 1:00:00 PM,176146.30,179301.30,176651.00
1/1/2017 7:00:00 PM,1/1/2017 2:00:00 PM,176175.70,179327.20,176651.00
1/1/2017 8:00:00 PM,1/1/2017 3:00:00 PM,176059.60,179223.30,176651.00
1/1/2017 9:00:00 PM,1/1/2017 4:00:00 PM,176334.70,179501.40,176651.00
1/1/2017 10:00:00 PM,1/1/2017 5:00:00 PM,176794.30,180704.10,176651.00
1/1/2017 11:00:00 PM,1/1/2017 6:00:00 PM,177711.40,181484.80,176651.00
1/2/2017 12:00:00 AM,1/1/2017 7:00:00 PM,177983.80,182152.20,176651.00
1/2/2017 1:00:00 AM,1/1/2017 8:00:00 PM,179557.50,182798.10,176651.00
1/2/2017 2:00:00 AM,1/1/2017 9:00:00 PM,179729.50,183166.40,176651.00
1/2/2017 3:00:00 AM,1/1/2017 10:00:00 PM,178622.30,182400.50,176651.00
1/2/2017 4:00:00 AM,1/1/2017 11:00:00 PM,177715.30,181320.40,176651.00
1/2/2017 5:00:00 AM,1/2/2017 12:00:00 AM,175603.40,179365.40,176651.00
1/2/2017 6:00:00 AM,1/2/2017 1:00:00 AM,175421.40,179038.00,176651.00
1/2/2017 7:00:00 AM,1/2/2017 2:00:00 AM,174357.40,178337.00,176651.00
1/2/2017 8:00:00 AM,1/2/2017 3:00:00 AM,174928.00,178912.80,176651.00
1/2/2017 9:00:00 AM,1/2/2017 4:00:00 AM,174051.70,177958.10,176651.00
1/2/2017 10:00:00 AM,1/2/2017 5:00:00 AM,175176.70,178945.80,176651.00
1/2/2017 11:00:00 AM,1/2/2017 6:00:00 AM,175783.80,179206.90,176651.00
1/2/2017 12:00:00 PM,1/2/2017 7:00:00 AM,175976.40,179295.60,176651.00
1/2/2017 1:00:00 PM,1/2/2017 8:00:00 AM,176017.80,179274.70,176651.00
1/2/2017 2:00:00 PM,1/2/2017 9:00:00 AM,176588.40,179644.20,176651.00
1/2/2017 3:00:00 PM,1/2/2017 10:00:00 AM,176216.80,179548.20,176651.00
1/2/2017 4:00:00 PM,1/2/2017 11:00:00 AM,175750.10,179209.40,176651.00
1/2/2017 5:00:00 PM,1/2/2017 12:00:00 PM,175626.80,179233.90,176651.00
